対象年月,種別,区名,増減種別,異動内容,性別,値
202401,外国人,北区,社会増減,転出,女,27
202401,外国人,垂水区,社会増減,転出,女,10
202401,外国人,須磨区,社会増減,転出,女,7
202401,外国人,灘区,社会増減,転出,女,23
202401,外国人,東灘区,社会増減,転出,女,46
202401,外国人,兵庫区,社会増減,転出,女,37
202401,外国人,中央区,社会増減,転出,女,92
202401,外国人,兵庫区,社会増減,その他の増,合計,1
202401,外国人,中央区,社会増減,その他の増,合計,10
202401,外国人,長田区,社会増減,その他の増,合計,2
202401,外国人,北区,社会増減,その他の増,合計,0
202401,外国人,全市,社会増減,その他の増,合計,31
202401,外国人,西区,社会増減,転出,女,33
202401,外国人,灘区,社会増減,その他の増,合計,5
202401,外国人,東灘区,社会増減,その他の増,合計,8
202401,外国人,全市,社会増減,転出,女,314
202401,外国人,西区,社会増減,転出,合計,79
202401,外国人,垂水区,社会増減,転出,合計,33
202401,外国人,東灘区,社会増減,転出,男,57
202401,外国人,全市,社会増減,転出,男,353
202401,外国人,北区,社会増減,転出,合計,42
202401,外国人,兵庫区,社会増減,転出,合計,84
202401,外国人,須磨区,社会増減,転出,合計,22
202401,外国人,長田区,社会増減,転出,合計,88
202401,外国人,須磨区,社会増減,転出,男,15
202401,外国人,長田区,社会増減,転出,男,49
202401,外国人,西区,社会増減,転出,男,46
202401,外国人,垂水区,社会増減,転出,男,23
202401,外国人,中央区,社会増減,転出,男,75
202401,外国人,灘区,社会増減,転出,男,26
202401,外国人,北区,社会増減,転出,男,15
202401,外国人,兵庫区,社会増減,転出,男,47
202401,外国人,北区,自然増減,増減　②,男,-1
202401,外国人,兵庫区,自然増減,増減　②,男,1
202401,外国人,須磨区,自然増減,増減　②,男,0
202401,外国人,長田区,自然増減,増減　②,男,-9
202401,外国人,東灘区,自然増減,増減　②,男,-1
202401,外国人,全市,自然増減,増減　②,男,-21
202401,外国人,中央区,自然増減,増減　②,男,-4
202401,外国人,灘区,自然増減,増減　②,男,-5
202401,外国人,中央区,自然増減,増減　②,女,-3
202401,外国人,灘区,自然増減,増減　②,女,-3
202401,外国人,北区,自然増減,増減　②,女,-1
202401,外国人,兵庫区,自然増減,増減　②,女,3
202401,外国人,西区,自然増減,増減　②,男,-1
202401,外国人,垂水区,自然増減,増減　②,男,-1
202401,外国人,東灘区,自然増減,増減　②,女,1
202401,外国人,全市,自然増減,増減　②,女,0
202401,外国人,西区,自然増減,増減　②,合計,0
202401,外国人,垂水区,自然増減,死亡,女,1
202401,外国人,須磨区,自然増減,死亡,女,1
202401,外国人,全市,自然増減,増減　②,合計,-21
202401,外国人,西区,自然増減,死亡,女,1
202401,外国人,兵庫区,自然増減,死亡,女,1
202401,外国人,中央区,自然増減,死亡,女,3
202401,外国人,長田区,自然増減,死亡,女,1
202401,外国人,北区,自然増減,死亡,女,2
202401,外国人,長田区,自然増減,増減　②,合計,-6
202401,外国人,北区,自然増減,増減　②,合計,-2
202401,外国人,垂水区,自然増減,増減　②,合計,-1
202401,外国人,須磨区,自然増減,増減　②,合計,-1
202401,外国人,灘区,自然増減,増減　②,合計,-8
202401,外国人,東灘区,自然増減,増減　②,合計,0
202401,外国人,兵庫区,自然増減,増減　②,合計,4
202401,外国人,中央区,自然増減,増減　②,合計,-7
202401,外国人,長田区,自然増減,増減　②,女,3
202401,外国人,西区,人口増減,増減　③（①＋②）,男,-10
202401,外国人,垂水区,人口増減,増減　③（①＋②）,男,-1
202401,外国人,東灘区,人口増減,増減　③（①＋②）,女,9
202401,外国人,全市,人口増減,増減　③（①＋②）,女,59
202401,外国人,北区,人口増減,増減　③（①＋②）,男,12
202401,外国人,兵庫区,人口増減,増減　③（①＋②）,男,12
202401,外国人,須磨区,人口増減,増減　③（①＋②）,男,-7
202401,外国人,長田区,人口増減,増減　③（①＋②）,男,-20
202401,外国人,須磨区,人口増減,増減　③（①＋②）,女,1
202401,外国人,長田区,人口増減,増減　③（①＋②）,女,-5
202401,外国人,西区,人口増減,増減　③（①＋②）,女,-15
202401,外国人,垂水区,人口増減,増減　③（①＋②）,女,10
202401,外国人,中央区,人口増減,増減　③（①＋②）,女,-17
202401,外国人,灘区,人口増減,増減　③（①＋②）,女,-1
202401,外国人,北区,人口増減,増減　③（①＋②）,女,54
202401,外国人,兵庫区,人口増減,増減　③（①＋②）,女,23
202401,外国人,中央区,人口増減,増減　③（①＋②）,男,39
202401,外国人,灘区,人口増減,増減　③（①＋②）,合計,-10
202401,外国人,東灘区,人口増減,増減　③（①＋②）,合計,25
202401,外国人,兵庫区,人口増減,増減　③（①＋②）,合計,35
202401,外国人,中央区,人口増減,増減　③（①＋②）,合計,22
202401,外国人,垂水区,自然増減,増減　②,女,0
202401,外国人,須磨区,自然増減,増減　②,女,-1
202401,外国人,全市,人口増減,増減　③（①＋②）,合計,91
202401,外国人,西区,自然増減,増減　②,女,1
202401,外国人,全市,人口増減,増減　③（①＋②）,男,32
202401,外国人,西区,人口増減,増減　③（①＋②）,合計,-25
202401,外国人,灘区,人口増減,増減　③（①＋②）,男,-9
202401,外国人,東灘区,人口増減,増減　③（①＋②）,男,16
202401,外国人,長田区,人口増減,増減　③（①＋②）,合計,-25
202401,外国人,北区,人口増減,増減　③（①＋②）,合計,66
202401,外国人,垂水区,人口増減,増減　③（①＋②）,合計,9
202401,外国人,須磨区,人口増減,増減　③（①＋②）,合計,-6
202401,外国人,灘区,自然増減,死亡,女,3
202401,外国人,須磨区,自然増減,出生,合計,0
202401,外国人,長田区,自然増減,出生,合計,4
202401,外国人,西区,自然増減,出生,合計,2
202401,外国人,垂水区,自然増減,出生,合計,1
202401,外国人,中央区,自然増減,出生,合計,2
202401,外国人,灘区,自然増減,出生,合計,0
202401,外国人,北区,自然増減,出生,合計,2
202401,外国人,兵庫区,自然増減,出生,合計,8
202401,外国人,北区,自然増減,出生,男,1
202401,外国人,兵庫区,自然増減,出生,男,4
202401,外国人,須磨区,自然増減,出生,男,0
202401,外国人,長田区,自然増減,出生,男,0
202401,外国人,東灘区,自然増減,出生,男,2
202401,外国人,全市,自然増減,出生,男,9
202401,外国人,中央区,自然増減,出生,男,2
202401,外国人,灘区,自然増減,出生,男,0
202401,外国人,東灘区,自然増減,出生,合計,3
202401,外国人,全市,社会増減,増減　①,女,59
202401,外国人,西区,社会増減,増減　①,男,-9
202401,外国人,灘区,社会増減,増減　①,女,2
202401,外国人,東灘区,社会増減,増減　①,女,8
202401,外国人,長田区,社会増減,増減　①,男,-11
202401,外国人,北区,社会増減,増減　①,男,13
202401,外国人,垂水区,社会増減,増減　①,男,0
202401,外国人,須磨区,社会増減,増減　①,男,-7
202401,外国人,垂水区,社会増減,増減　①,女,10
202401,外国人,須磨区,社会増減,増減　①,女,2
202401,外国人,全市,自然増減,出生,合計,22
202401,外国人,西区,社会増減,増減　①,女,-16
202401,外国人,兵庫区,社会増減,増減　①,女,20
202401,外国人,中央区,社会増減,増減　①,女,-14
202401,外国人,長田区,社会増減,増減　①,女,-8
202401,外国人,北区,社会増減,増減　①,女,55
202401,外国人,垂水区,自然増減,出生,男,0
202401,外国人,東灘区,自然増減,死亡,男,3
202401,外国人,全市,自然増減,死亡,男,30
202401,外国人,中央区,自然増減,死亡,男,6
202401,外国人,灘区,自然増減,死亡,男,5
202401,外国人,須磨区,自然増減,死亡,合計,1
202401,外国人,長田区,自然増減,死亡,合計,10
202401,外国人,西区,自然増減,死亡,合計,2
202401,外国人,垂水区,自然増減,死亡,合計,2
202401,外国人,西区,自然増減,死亡,男,1
202401,外国人,垂水区,自然増減,死亡,男,1
202401,外国人,東灘区,自然増減,死亡,女,0
202401,外国人,全市,自然増減,死亡,女,13
202401,外国人,北区,自然増減,死亡,男,2
202401,外国人,兵庫区,自然増減,死亡,男,3
202401,外国人,須磨区,自然増減,死亡,男,0
202401,外国人,長田区,自然増減,死亡,男,9
202401,外国人,北区,自然増減,死亡,合計,4
202401,外国人,兵庫区,自然増減,出生,女,4
202401,外国人,中央区,自然増減,出生,女,0
202401,外国人,長田区,自然増減,出生,女,4
202401,外国人,北区,自然増減,出生,女,1
202401,外国人,全市,自然増減,出生,女,13
202401,外国人,西区,自然増減,出生,男,0
202401,外国人,灘区,自然増減,出生,女,0
202401,外国人,東灘区,自然増減,出生,女,1
202401,外国人,灘区,自然増減,死亡,合計,8
202401,外国人,東灘区,自然増減,死亡,合計,3
202401,外国人,兵庫区,自然増減,死亡,合計,4
202401,外国人,中央区,自然増減,死亡,合計,9
202401,外国人,垂水区,自然増減,出生,女,1
202401,外国人,須磨区,自然増減,出生,女,0
202401,外国人,全市,自然増減,死亡,合計,43
202401,外国人,西区,自然増減,出生,女,2
202401,日本人,全市,社会増減,その他の減,合計,20
202401,日本人,西区,社会増減,その他の増,女,2
202401,日本人,灘区,社会増減,その他の減,合計,2
202401,日本人,東灘区,社会増減,その他の減,合計,1
202401,日本人,長田区,社会増減,その他の増,女,1
202401,日本人,北区,社会増減,その他の増,女,0
202401,日本人,垂水区,社会増減,その他の増,女,1
202401,日本人,須磨区,社会増減,その他の増,女,0
202401,日本人,垂水区,社会増減,その他の減,合計,1
202401,日本人,須磨区,社会増減,その他の減,合計,13
202401,日本人,全市,社会増減,その他の減,男,15
202401,日本人,西区,社会増減,その他の減,合計,0
202401,日本人,兵庫区,社会増減,その他の減,合計,0
202401,日本人,中央区,社会増減,その他の減,合計,0
202401,日本人,長田区,社会増減,その他の減,合計,0
202401,日本人,北区,社会増減,その他の減,合計,3
202401,日本人,兵庫区,社会増減,その他の増,女,1
202401,日本人,中央区,社会増減,その他の増,男,0
202401,日本人,灘区,社会増減,その他の増,男,0
202401,日本人,北区,社会増減,その他の増,男,0
202401,日本人,兵庫区,社会増減,その他の増,男,1
202401,日本人,西区,社会増減,その他の増,合計,4
202401,日本人,垂水区,社会増減,その他の増,合計,3
202401,日本人,東灘区,社会増減,その他の増,男,1
202401,日本人,全市,社会増減,その他の増,男,7
202401,日本人,東灘区,社会増減,その他の増,女,1
202401,日本人,全市,社会増減,その他の増,女,8
202401,日本人,中央区,社会増減,その他の増,女,0
202401,日本人,灘区,社会増減,その他の増,女,2
202401,日本人,須磨区,社会増減,その他の増,男,1
202401,日本人,長田区,社会増減,その他の増,男,0
202401,日本人,西区,社会増減,その他の増,男,2
202401,日本人,垂水区,社会増減,その他の増,男,2
202401,日本人,東灘区,社会増減,その他の減,男,1
202401,日本人,兵庫区,社会増減,増減　①,合計,38
202401,日本人,中央区,社会増減,増減　①,合計,-143
202401,日本人,長田区,社会増減,増減　①,合計,-49
202401,日本人,北区,社会増減,増減　①,合計,18
202401,日本人,全市,社会増減,増減　①,合計,-362
202401,日本人,西区,社会増減,その他の減,女,0
202401,日本人,灘区,社会増減,増減　①,合計,26
202401,日本人,東灘区,社会増減,増減　①,合計,-27
202401,日本人,灘区,社会増減,増減　①,男,19
202401,日本人,東灘区,社会増減,増減　①,男,-47
202401,日本人,兵庫区,社会増減,増減　①,男,25
202401,日本人,中央区,社会増減,増減　①,男,-64
202401,日本人,垂水区,社会増減,増減　①,合計,-121
202401,日本人,須磨区,社会増減,増減　①,合計,-9
202401,日本人,全市,社会増減,増減　①,男,-204
202401,日本人,西区,社会増減,増減　①,合計,-95
202401,日本人,垂水区,社会増減,その他の減,女,1
202401,日本人,須磨区,社会増減,その他の減,男,11
202401,日本人,長田区,社会増減,その他の減,男,0
202401,日本人,西区,社会増減,その他の減,男,0
202401,日本人,垂水区,社会増減,その他の減,男,0
202401,日本人,中央区,社会増減,その他の減,男,0
202401,日本人,灘区,社会増減,その他の減,男,1
202401,日本人,北区,社会増減,その他の減,男,2
202401,日本人,兵庫区,社会増減,その他の減,男,0
202401,日本人,北区,社会増減,その他の減,女,1
202401,日本人,兵庫区,社会増減,その他の減,女,0
202401,日本人,須磨区,社会増減,その他の減,女,2
202401,日本人,長田区,社会増減,その他の減,女,0
202401,日本人,東灘区,社会増減,その他の減,女,0
202401,日本人,全市,社会増減,その他の減,女,5
202401,日本人,中央区,社会増減,その他の減,女,0
202401,日本人,灘区,社会増減,その他の減,女,1
202401,日本人,須磨区,社会増減,その他の増,合計,1
202401,日本人,灘区,社会増減,転入,女,230
202401,日本人,東灘区,社会増減,転入,女,324
202401,日本人,兵庫区,社会増減,転入,女,216
202401,日本人,中央区,社会増減,転入,女,294
202401,日本人,垂水区,社会増減,転入,男,232
202401,日本人,須磨区,社会増減,転入,男,198
202401,日本人,全市,社会増減,転入,女,1982
202401,日本人,西区,社会増減,転入,男,204
202401,日本人,全市,社会増減,転出,合計,4331
202401,日本人,西区,社会増減,転入,女,189
202401,日本人,灘区,社会増減,転出,合計,415
202401,日本人,東灘区,社会増減,転出,合計,613
202401,日本人,長田区,社会増減,転入,女,120
202401,日本人,北区,社会増減,転入,女,194
202401,日本人,垂水区,社会増減,転入,女,214
202401,日本人,須磨区,社会増減,転入,女,201
202401,日本人,長田区,社会増減,転入,男,154
202401,日本人,北区,社会増減,転入,合計,410
202401,日本人,兵庫区,社会増減,転入,合計,450
202401,日本人,須磨区,社会増減,転入,合計,399
202401,日本人,長田区,社会増減,転入,合計,274
202401,日本人,東灘区,社会増減,転入,合計,585
202401,日本人,全市,社会増減,転入,合計,3974
202401,日本人,中央区,社会増減,転入,合計,576
202401,日本人,灘区,社会増減,転入,合計,441
202401,日本人,中央区,社会増減,転入,男,282
202401,日本人,灘区,社会増減,転入,男,211
202401,日本人,北区,社会増減,転入,男,216
202401,日本人,兵庫区,社会増減,転入,男,234
202401,日本人,西区,社会増減,転入,合計,393
202401,日本人,垂水区,社会増減,転入,合計,446
202401,日本人,東灘区,社会増減,転入,男,261
202401,日本人,全市,社会増減,転入,男,1992
202401,日本人,中央区,社会増減,転出,合計,719
202401,日本人,長田区,社会増減,転出,女,158
202401,日本人,北区,社会増減,転出,女,186
202401,日本人,垂水区,社会増減,転出,女,247
202401,日本人,須磨区,社会増減,転出,女,199
202401,日本人,灘区,社会増減,転出,女,224
202401,日本人,東灘区,社会増減,転出,女,305
202401,日本人,兵庫区,社会増減,転出,女,204
202401,日本人,中央区,社会増減,転出,女,373
202401,日本人,兵庫区,社会増減,その他の増,合計,2
202401,日本人,中央区,社会増減,その他の増,合計,0
202401,日本人,長田区,社会増減,その他の増,合計,1
202401,日本人,北区,社会増減,その他の増,合計,0
202401,日本人,全市,社会増減,その他の増,合計,15
202401,日本人,西区,社会増減,転出,女,247
202401,日本人,灘区,社会増減,その他の増,合計,2
202401,日本人,東灘区,社会増減,その他の増,合計,2
202401,日本人,全市,社会増減,転出,女,2143
202401,日本人,西区,社会増減,転出,合計,492
202401,日本人,垂水区,社会増減,転出,合計,569
202401,日本人,東灘区,社会増減,転出,男,308
202401,日本人,全市,社会増減,転出,男,2188
202401,日本人,北区,社会増減,転出,合計,389
202401,日本人,兵庫区,社会増減,転出,合計,414
202401,日本人,須磨区,社会増減,転出,合計,396
202401,日本人,長田区,社会増減,転出,合計,324
202401,日本人,須磨区,社会増減,転出,男,197
202401,日本人,長田区,社会増減,転出,男,166
202401,日本人,西区,社会増減,転出,男,245
202401,日本人,垂水区,社会増減,転出,男,322
202401,日本人,中央区,社会増減,転出,男,346
202401,日本人,灘区,社会増減,転出,男,191
202401,日本人,北区,社会増減,転出,男,203
202401,日本人,兵庫区,社会増減,転出,男,210
202401,日本人,北区,自然増減,増減　②,男,-71
202401,日本人,兵庫区,自然増減,増減　②,男,-59
202401,日本人,須磨区,自然増減,増減　②,男,-57
202401,日本人,長田区,自然増減,増減　②,男,-59
202401,日本人,東灘区,自然増減,増減　②,男,-45
202401,日本人,全市,自然増減,増減　②,男,-545
202401,日本人,中央区,自然増減,増減　②,男,-42
202401,日本人,灘区,自然増減,増減　②,男,-36
202401,日本人,中央区,自然増減,増減　②,女,-42
202401,日本人,灘区,自然増減,増減　②,女,-45
202401,日本人,北区,自然増減,増減　②,女,-74
202401,日本人,兵庫区,自然増減,増減　②,女,-60
202401,日本人,西区,自然増減,増減　②,男,-87
202401,日本人,垂水区,自然増減,増減　②,男,-89
202401,日本人,東灘区,自然増減,増減　②,女,-60
202401,日本人,全市,自然増減,増減　②,女,-561
202401,日本人,西区,自然増減,増減　②,合計,-157
202401,日本人,垂水区,自然増減,死亡,女,129
202401,日本人,須磨区,自然増減,死亡,女,113
202401,日本人,全市,自然増減,増減　②,合計,-1106
202401,日本人,西区,自然増減,死亡,女,119
202401,日本人,兵庫区,自然増減,死亡,女,89
202401,日本人,中央区,自然増減,死亡,女,69
202401,日本人,長田区,自然増減,死亡,女,72
202401,日本人,北区,自然増減,死亡,女,114
202401,日本人,長田区,自然増減,増減　②,合計,-110
202401,日本人,北区,自然増減,増減　②,合計,-145
202401,日本人,垂水区,自然増減,増減　②,合計,-175
202401,日本人,須磨区,自然増減,増減　②,合計,-130
202401,日本人,灘区,自然増減,増減　②,合計,-81
202401,日本人,東灘区,自然増減,増減　②,合計,-105
202401,日本人,兵庫区,自然増減,増減　②,合計,-119
202401,日本人,中央区,自然増減,増減　②,合計,-84
202401,日本人,長田区,自然増減,増減　②,女,-51
202401,日本人,西区,人口増減,増減　③（①＋②）,男,-126
202401,日本人,垂水区,人口増減,増減　③（①＋②）,男,-177
202401,日本人,東灘区,人口増減,増減　③（①＋②）,女,-40
202401,日本人,全市,人口増減,増減　③（①＋②）,女,-719
202401,日本人,北区,人口増減,増減　③（①＋②）,男,-60
202401,日本人,兵庫区,人口増減,増減　③（①＋②）,男,-34
202401,日本人,須磨区,人口増減,増減　③（①＋②）,男,-66
202401,日本人,長田区,人口増減,増減　③（①＋②）,男,-71
202401,日本人,須磨区,人口増減,増減　③（①＋②）,女,-73
202401,日本人,長田区,人口増減,増減　③（①＋②）,女,-88
202401,日本人,西区,人口増減,増減　③（①＋②）,女,-126
202401,日本人,垂水区,人口増減,増減　③（①＋②）,女,-119
202401,日本人,中央区,人口増減,増減　③（①＋②）,女,-121
202401,日本人,灘区,人口増減,増減　③（①＋②）,女,-38
202401,日本人,北区,人口増減,増減　③（①＋②）,女,-67
202401,日本人,兵庫区,人口増減,増減　③（①＋②）,女,-47
202401,日本人,中央区,人口増減,増減　③（①＋②）,男,-106
202401,日本人,灘区,人口増減,増減　③（①＋②）,合計,-55
202401,日本人,東灘区,人口増減,増減　③（①＋②）,合計,-132
202401,日本人,兵庫区,人口増減,増減　③（①＋②）,合計,-81
202401,日本人,中央区,人口増減,増減　③（①＋②）,合計,-227
202401,日本人,垂水区,自然増減,増減　②,女,-86
202401,日本人,須磨区,自然増減,増減　②,女,-73
202401,日本人,全市,人口増減,増減　③（①＋②）,合計,-1468
202401,日本人,西区,自然増減,増減　②,女,-70
202401,日本人,全市,人口増減,増減　③（①＋②）,男,-749
202401,日本人,西区,人口増減,増減　③（①＋②）,合計,-252
202401,日本人,灘区,人口増減,増減　③（①＋②）,男,-17
202401,日本人,東灘区,人口増減,増減　③（①＋②）,男,-92
202401,日本人,長田区,人口増減,増減　③（①＋②）,合計,-159
202401,日本人,北区,人口増減,増減　③（①＋②）,合計,-127
202401,日本人,垂水区,人口増減,増減　③（①＋②）,合計,-296
202401,日本人,須磨区,人口増減,増減　③（①＋②）,合計,-139
202401,日本人,灘区,自然増減,死亡,女,73
202401,日本人,須磨区,自然増減,出生,合計,79
202401,日本人,長田区,自然増減,出生,合計,37
202401,日本人,西区,自然増減,出生,合計,92
202401,日本人,垂水区,自然増減,出生,合計,86
202401,日本人,中央区,自然増減,出生,合計,49
202401,日本人,灘区,自然増減,出生,合計,62
202401,日本人,北区,自然増減,出生,合計,94
202401,日本人,兵庫区,自然増減,出生,合計,58
202401,日本人,北区,自然増減,出生,男,54
202401,日本人,兵庫区,自然増減,出生,男,29
202401,日本人,須磨区,自然増減,出生,男,39
202401,日本人,長田区,自然増減,出生,男,16
202401,日本人,東灘区,自然増減,出生,男,60
202401,日本人,全市,自然増減,出生,男,340
202401,日本人,中央区,自然増減,出生,男,22
202401,日本人,灘区,自然増減,出生,男,34
202401,日本人,東灘区,自然増減,出生,合計,113
202401,日本人,全市,社会増減,増減　①,女,-158
202401,日本人,西区,社会増減,増減　①,男,-39
202401,日本人,灘区,社会増減,増減　①,女,7
202401,日本人,東灘区,社会増減,増減　①,女,20
202401,日本人,長田区,社会増減,増減　①,男,-12
202401,日本人,北区,社会増減,増減　①,男,11
202401,日本人,垂水区,社会増減,増減　①,男,-88
202401,日本人,須磨区,社会増減,増減　①,男,-9
202401,日本人,垂水区,社会増減,増減　①,女,-33
202401,日本人,須磨区,社会増減,増減　①,女,0
202401,日本人,全市,自然増減,出生,合計,670
202401,日本人,西区,社会増減,増減　①,女,-56
202401,日本人,兵庫区,社会増減,増減　①,女,13
202401,日本人,中央区,社会増減,増減　①,女,-79
202401,日本人,長田区,社会増減,増減　①,女,-37
202401,日本人,北区,社会増減,増減　①,女,7
202401,日本人,垂水区,自然増減,出生,男,43
202401,日本人,東灘区,自然増減,死亡,男,105
202401,日本人,全市,自然増減,死亡,男,885
202401,日本人,中央区,自然増減,死亡,男,64
202401,日本人,灘区,自然増減,死亡,男,70
202401,日本人,須磨区,自然増減,死亡,合計,209
202401,日本人,長田区,自然増減,死亡,合計,147
202401,日本人,西区,自然増減,死亡,合計,249
202401,日本人,垂水区,自然増減,死亡,合計,261
202401,日本人,西区,自然増減,死亡,男,130
202401,日本人,垂水区,自然増減,死亡,男,132
202401,日本人,東灘区,自然増減,死亡,女,113
202401,日本人,全市,自然増減,死亡,女,891
202401,日本人,北区,自然増減,死亡,男,125
202401,日本人,兵庫区,自然増減,死亡,男,88
202401,日本人,須磨区,自然増減,死亡,男,96
202401,日本人,長田区,自然増減,死亡,男,75
202401,日本人,北区,自然増減,死亡,合計,239
202401,日本人,兵庫区,自然増減,出生,女,29
202401,日本人,中央区,自然増減,出生,女,27
202401,日本人,長田区,自然増減,出生,女,21
202401,日本人,北区,自然増減,出生,女,40
202401,日本人,全市,自然増減,出生,女,330
202401,日本人,西区,自然増減,出生,男,43
202401,日本人,灘区,自然増減,出生,女,28
202401,日本人,東灘区,自然増減,出生,女,53
202401,日本人,灘区,自然増減,死亡,合計,143
202401,日本人,東灘区,自然増減,死亡,合計,218
202401,日本人,兵庫区,自然増減,死亡,合計,177
202401,日本人,中央区,自然増減,死亡,合計,133
202401,日本人,垂水区,自然増減,出生,女,43
202401,日本人,須磨区,自然増減,出生,女,40
202401,日本人,全市,自然増減,死亡,合計,1776
202401,日本人,西区,自然増減,出生,女,49
202402,外国人,全市,社会増減,その他の減,合計,92
202402,外国人,西区,社会増減,その他の増,女,0
202402,外国人,灘区,社会増減,その他の減,合計,15
